Name,Tags
The World God Only Knows: Magical Star Kanon 100%,"Comedy, Fantasy, Shounen, Demons, Idols"
Turning Mecard R,"Action, Mecha, Sci Fi, Cars, Family Friendly, Korean Animation, CG Animation"
Senyuu. Specials,"Comedy, Fantasy, Shounen, Parody, RPG, Based on a Manga"
Dekiru ka na,"Comedy, Slice of Life, Short Episodes, Based on a Manga"
Medaka no Gakkou,"Comedy, School Life, Short Episodes, Based on a 4-Koma Manga, Based on a Manga"
Kobutori (1918),"Black and White, No Dialogue, Shorts"
Sou Nanda,"Educational, Family Friendly, Original Work"
New Fist of the North Star,"Action, Desert, Dystopia, Hand to Hand Combat, Martial Arts, Overpowered Main Characters, Post-apocalyptic, Based on a Novel, Explicit Violence,, Mature Themes,, Nudity,, Physical Abuse"
Those Who Hunt Elves,"Action, Adventure, Comedy, Fantasy, Elves, Isekai, Non-Human Protagonists, Person in a Strange World, Based on a Manga"
Crayon Shin-chan Movie 2: Buriburi Oukoku no Hihou,"Adventure, Comedy, Crude"
Lupin III: Return Of Pycal,"Seinen, Criminals, Europe, Greece, Thieves, Original Work"
Kuiba Movie 1: Zhi Shiwanhuoji,"Action, Adventure, Fantasy, Chinese Animation, Family Friendly, Original Work"
Zhu Zhu Xia Movie 4: Ying Xiong Zhu Shao Nian,"Animal Protagonists, Anthropomorphic, Chinese Animation, Family Friendly, Non-Human Protagonists, Pigs, CG Animation"
Zhu Zhu Xia Movie 3: Zhong Ji Jue Zhan - Qian Ye Pian,"Animal Protagonists, Anthropomorphic, Chinese Animation, Family Friendly, Non-Human Protagonists, Pigs, CG Animation"
Shinkai no Survival!,Based on a Manga
Digimon Adventure:,"Action, Adventure, Sci Fi, Monsters"
Izumo,"Adventure, Fantasy, Historical, Based on a Manga"
Sinbad: A Flying Princess and a Secret Island,"Adventure, Middle Eastern"
Loveless,"BL, Drama, Fantasy, Josei, Romance, Shounen-ai, Age Gap, Animal Characteristics, Contemporary Fantasy, Magic, Non-Human Protagonists, Based on a Manga, Animal Abuse,, Mature Themes"
Wuya Weishenme Shi Hei De,"Animal Protagonists, Birds, Chinese Animation, Non-Human Protagonists, Shorts"
People In The Box: Kaitai Shita Inu no Blues,Abstract
Caribadix,"Comedy, Animal Protagonists, Anthropomorphic, Music, Non-Human Protagonists, Rock Music, Sanrio Characters, Short Episodes, Original Work"
"Saa, Ketatamashiki Kono Hibi ni","Comedy, Slice of Life, Animal Protagonists, Birds, Non-Human Protagonists, Short Episodes"
Seikimatsu Leader Gaiden Takeshi!,"Comedy, Shounen, Based on a Manga"
Huoli Shaonian Wang Zhi You Quan Yingxiong,"Chinese Animation, Family Friendly, Proxy Battles"
"Touch: Miss Lonely Yesterday - Arekara, Kimi wa","Drama, Romance, Shounen, Sports, Baseball, Based on a Manga"
Yorushika: Yakou,Romance
Caribadix 2nd Season,"Comedy, Animal Protagonists, Anthropomorphic, Music, Non-Human Protagonists, Rock Music, Sanrio Characters, Short Episodes, Original Work"
Hitoshizuku-P × Yama△: Sister’s ∞ mercY,Vocaloid
Fantastic Children Special,
The Dragon Dentist,"Fantasy, Dragons, Japan Animator's Exhibition, Shorts"
Tanoshii Willow Town,"Fantasy, Animal Protagonists, Anthropomorphic, Non-Human Protagonists"
Kojika Monogatari,"Drama, Coming of Age, Countryside, Based on a Novel"
Jigokudou Reikai Tsuushin,"Horror, Demons, Supernatural, Based on a Novel"
A-Channel,"Comedy, Seinen, Slice of Life, Iyashikei, School Life, Based on a 4-Koma Manga, Based on a Manga"
Private Eye Dol,"Sci Fi, Short Episodes, Based on a Video Game"
Hyoutan,Shorts
Mado (2018),"Family Friendly, Minna no Uta"
Shounen Sunday CM: ARMS,"Action, Sci Fi, Shounen, Commercials, Promotional, Based on a Manga"
Mikito-P: Akaito,"Black and White, Vocaloid"
Yuuto-kun ga Iku Movie,"Comedy, Sports, Family Friendly, Soccer, Original Work"
Kujira (1927),"Black and White, Ocean, Shorts"
The Animatrix,"Sci Fi, Collections, Cyberpunk, Dystopia, Noir, Robots, Short Episodes, Based on a Movie, Nudity"
Magia Record: Puella Magi Madoka Magica Side Story Season 2 -The Eve of Awakening-,"Fantasy, Magical Girl, Contemporary Fantasy, Dark Fantasy, Henshin Heroes, Magic, Urban Fantasy, Based on a Mobile Game"
Asura,"Action, Drama, Seinen, 15th Century, Feudal Japan, Poverty, Based on a Manga, CG Animation, Cannibalism,, Mature Themes,, Nudity,, Physical Abuse"
Skull-face Bookseller Honda-san OVA,"Comedy, Shounen, Bookstore, Non-Human Protagonists, Otaku Culture, Skeletons, Supernatural, Work Life, Based on a Manga"
Otherside Picnic,"Action, Adventure, Fantasy, GL, Mystery, Sci Fi, Shoujo-ai, Contemporary Fantasy, Monsters, Person in a Strange World, Urban Legend, Based on a Light Novel"
A Dark Rabbit Has Seven Lives OVA,"Comedy, Fantasy, Body Swapping, Gender Bender, School Life, Supernatural, Vampires, Based on a Light Novel"
Dokidoki! Pretty Cure,"Action, Magical Girl, Family Friendly, Henshin Heroes, Magic, Monster-of-the-week, Sentai, Superheroes, Tokusatsu"
Kinnikuman Movie 6: New York Kiki Ippatsu!,"Action, Comedy, Sci Fi, Shounen, Sports, Hand to Hand Combat, Superheroes, Superpowers, Wrestling"
Astro Boy: Getsumen Kichi - Kieta Robot no Nazo,"Sci Fi, Shounen, Androids, Family Friendly, Non-Human Protagonists, Outer Space, Robots, Superheroes"
Kyoufu! Zombie Neko,"Comedy, Animal Protagonists, Cats, Family Friendly, Non-Human Protagonists, Short Episodes, Supernatural, Zombies, Original Work"
New Dominion Tank Police,"Action, Comedy, Sci Fi, Seinen, Dystopia, Police, Post-apocalyptic, Based on a Manga"
Guobao Te Gong,"Comedy, Sci Fi, Chinese Animation, Family Friendly, Non-Human Protagonists, Robots, CG Animation"
Digimon X-Evolution,"Action, Sci Fi, Monsters, CG Animation"
Kyomu Senshi Miroku,"Action, Horror, Sci Fi, Feudal Japan, Swordplay, Based on a Manga, Explicit Violence,, Nudity"
Akazukin Chacha OVA,"Comedy, Shoujo, Magic, Magic School, School Life, Based on a Manga"
"Night Raid 1931: The Shipboard Shoot's Conclusion","Action, Psychic Powers, Ship, Superpowers, Mature Themes,, Prostitution,, Violence"
Goblin Slayer PV,"Fantasy, Seinen, Dark Fantasy, Promotional, Based on a Light Novel"
"The Ancient Magus' Bride Recap","Fantasy, Romance, Apprenticeship, England, Europe, Magic, Recap, Based on a Manga"
Mobile Suit Victory Gundam,"Action, Drama, Mecha, Sci Fi, Military, Original Work"
The Mechnimals 2,"Chinese Animation, Family Friendly, Proxy Battles"
Wonder Bebil-kun,Comedy
Zhi Duoduo Zhi Duoduo,"Animal Protagonists, Chinese Animation, Educational, Family Friendly, Non-Human Protagonists, Rabbits, Short Episodes"
Dancouga: Super Beast Machine God Song Special,
Crayon Shin-chan Gaiden: Omocha Wars,"Comedy, Sci Fi, Short Episodes, Based on a Manga"
Tweeny Witches,"Fantasy, Isekai, Magic, Person in a Strange World, Short Episodes, Witches, Original Work"
Irodorimidori,"Idols, Music, School Life"
"Kaitei Daisensou: Ai no 20,000 Miles","Action, Adventure"
Ten Made Tobaso,"Family Friendly, Minna no Uta, Outer Space"
Battle Spirits: Kakumei no Galette,"Action, Card Battles, Based on a Card Game"
Masayoshi Oishi: Kamiari Algorithm,
Azumanga Web Daioh,"Comedy, Shounen, Gag, School Life, Shorts, Based on a 4-Koma Manga, Based on a Manga"
Wedding Peach Specials,"Fantasy, Magical Girl, Romance, Shoujo, Henshin Heroes, Magic, Based on a Manga"
"Dragon Ball Z Movie 2: The World's Strongest","Action, Shounen, Hand to Hand Combat, Martial Arts, Superpowers, Based on a Manga"
Moeru! Onii-san,"Comedy, Shounen, Based on a Manga"
Shin Koihime Musou: Otome Tairan OVA,
Pretty Cure Splash Star,"Action, Comedy, Fantasy, Magical Girl, Family Friendly, Henshin Heroes, Magic, Monster-of-the-week"
"Haganai: I Don't Have Many Friends OVA","Comedy, Slice of Life, Food and Beverage, School Club, Based on a Light Novel"
Magical Pokan,"Comedy, Fantasy, Contemporary Fantasy, Magic, Vampires, Original Work"
Chou Mashin Eiyuuden Wataru,"Comedy, Sci Fi, Based on a Manga"
Berserk (2016),"Action, Fantasy, Seinen, Animeism, Dark Fantasy, Demons, Medieval, Mercenaries, Overpowered Main Characters, Swordplay, Based on a Manga, Animal Abuse,, Explicit Sex,, Explicit Violence,, Mature Themes"
Galaxy Angel A Specials,Comedy
Ryuusei no Rockman,"Action, Sci Fi, Short Episodes, Based on a Video Game"
Cats and Peachtopia,"Adventure, Animal Protagonists, Birds, Cats, Chinese Animation, Family Friendly, Non-Human Protagonists, CG Animation"
Shin Kyojin no Hoshi II,"Sports, Baseball, Based on a Manga"
Horror News (1991),"Horror, Shounen, Supernatural, Based on a Manga"
Kikuo: Soshite Kimi wa Tsuki ni Natta,Vocaloid
D4DJ Petit Mix,"Comedy, Chibi, Music, Short Episodes"
DECO*27: Ai,Vocaloid
To Heart 2 OVA,"Ecchi, Romance, Slice of Life, Panty Shots, School Life, Based on an Eroge, Based on a Visual Novel"
Yoh Kamiyama: Laundary,Abstract
Touch Movie 3: Kimi ga Toorisugita Ato Ni,"Comedy, Drama, Romance, Shounen, Sports, Baseball, Based on a Manga"
Descendants of Darkness,"Horror, Shoujo, Afterlife, Magic, Non-Human Protagonists, Psychopaths, Serial Killers, Shinigami, Supernatural, Based on a Manga"
King of Prism: Pride the Hero,"Ice Skating, Idols, Music, Showbiz, Based on a Video Game"
Kirakira Pretty Cure a la Mode Movie: Paris to! Omoide no Mille-Feuille​!,"Fantasy, Magical Girl, Cafe, Food and Beverage, Henshin Heroes, Magic"
Ladies Versus Butlers!,"Comedy, Ecchi, Harem, Seinen, Butlers, Maids, Panty Shots, School Life, Tsundere, Based on a Light Novel, Nudity"
Acchi wa Kocchi,"Comedy, Abstract, Shorts"
Saikyou Robo Daiohja,"Action, Mecha, Sci Fi, Original Work"
Shiawase-sou no Okojo-san,"Comedy, Animal Protagonists, Non-Human Protagonists, Pets, Based on a Manga"
Harmony,"Sci Fi, Dystopia, Psychological, Terrorism, Based on a Novel, Explicit Violence,, Mature Themes,, Nudity,, Suicide"
Kamiwaza Wanda,"Sci Fi, Family Friendly, Monsters, Tournaments, Original Work"
Sore Ike! Anpanman: Kyouryuu Nosshii no Daibouken,"Comedy, Fantasy, Anthropomorphic, Family Friendly, Food Protagonists, Non-Human Protagonists, Superpowers"
Marine Snow no Densetsu,"Sci Fi, Outer Space"
Michiteru Kuru Toki no Mukou ni,Adventure
Noramimi,"Comedy, Seinen, Based on a Manga"
Pokemon Sun & Moon Planetarium,"Fantasy, Sci Fi, Educational, Family Friendly, Outer Space"
Sword Art Online II: Sword Art Offline II,"Comedy, Chibi"
"rerulili: At God's Mercy",Vocaloid
Perman (1983) Specials,"Adventure, Comedy, Shounen, Family Friendly, Superheroes, Superpowers, Based on a Manga"
Requiem from the Darkness,"Horror, Mystery, 19th Century, Episodic, Feudal Japan, Historical, Melancholy, Writers, Based on a Novel, Explicit Violence"
Dropkick on My Devil!! Dash: Chapter Chitose,"Comedy, Fantasy, Slice of Life, Angels, Breaking the Fourth Wall, Contemporary Fantasy, Dark Comedy, Demons, Gag, Monster Girls, Promotional, Roommates, Slapstick, Tourism, Urban Fantasy, Based on a Manga"
Shi Huang Zhi Shen,"Action, Chinese Animation, Based on a Manga"
Flag,"Drama, Mecha, Journalism, Military, Photography, Political, Real Robot, War, Work Life, Original Work"
Sleepy Princess in the Demon Castle Mini Anime,"Comedy, Fantasy, Chibi, Demons, Short Episodes, Based on a Manga"
"Onihei: Sono Otoko, Hasegawa Heizou","Action, Feudal Japan, Historical, Samurai, Swordplay, Based on a Novel"
Boku wa Ou-sama,"Comedy, Royalty"
Cynical Hysterie Hour: Henshin!,"Comedy, Shorts, Based on a Manga"
Hot Minute: Gudetama,"Comedy, Anthropomorphic, Family Friendly, Food Protagonists, Non-Human Protagonists, Sanrio Characters, Shorts"
Super Zugan,"Comedy, Seinen, Mahjong, Based on a Manga"
Beongae Atom,"Action, Family Friendly, Korean Animation"
Shibawanko no Wa no Kokoro,"Slice of Life, Animal Protagonists, Cats, Dogs, Episodic, Family Friendly, Non-Human Protagonists, Short Episodes"
Ninja Hattori-kun Plus Perman: Ninja Kaijuu Jippou tai Miracle Tamago,"Comedy, Shounen, Crossover, Ninja, Based on a Manga"
Onegai My Melody,"Fantasy, Magical Girl, Family Friendly, Henshin Heroes, Magic, Music, Sanrio Characters, Original Work"
Shin Dousei Jidai: Hawaiian Breeze,Romance
Carino Coni,"Animal Protagonists, Anthropomorphic, Family Friendly, Non-Human Protagonists, Rabbits, Short Episodes, CG Animation"
Shiina Natsukawa: No.1,Idols
"The Rose of Versailles: I'll Love You As Long As I Live",Recap
Yume Senshi Wingman,"Sci Fi, Superheroes, Superpowers, Based on a Manga"
Sword Art Online Alternative: Gun Gale Online - Refrain,"Action, Fantasy, Sci Fi, Guns, MMORPG, Recap, Virtual Reality, Based on a Light Novel"
"Urusei Yatsura Special: It's Spring! Take Off!","Comedy, Shounen, Aliens, Ninja, Based on a Manga"
You Watanabe: Totsuzen GIRL,Idols
Robokko Beeton,"Comedy, Sci Fi, Family Friendly, Non-Human Protagonists, Robots, Original Work"
Donguri to Yamaneko (1995),"Drama, Fantasy, Anthropomorphic, Family Friendly, Historical"
Starlight Kuku Gumi: 99 Illusion!,
Hakuouki: Otogisoushi,"Comedy, Reverse Harem, Chibi, Feudal Japan, Historical, Samurai, Short Episodes, Based on an Otome Game, Based on a Visual Novel"
The [email protected] Million Live! 4th Anniversary PV,"Comedy, Slice of Life, Idols, Music, Promotional"
Antique Bakery,"BL, Comedy, Drama, Shoujo, Shounen-ai, Adult Couples, Baking, Childhood Friends, Coworkers, Food and Beverage, LGBT Themes, Mature Romance, noitaminA, Restaurants, Work Life, Based on a Manga"
Pokemon Movie 18: Hoopa and the Clash of Ages,"Action, Adventure, Fantasy, Shounen, Elemental Powers, Family Friendly, Monsters, Based on a Video Game"
Di Ling Qu,"Chinese Animation, CG Animation"
Cooking with Valkyries,"Slice of Life, Chinese Animation, Cooking, Food and Beverage, Recipes, Short Episodes, Based on a Mobile Game"
Sekai Meisaku Douwa Series: Wow! Maerchen Oukoku,"Fantasy, Episodic, Based on a Fairy Tale"
"Doraemon Movie 16: Nobita's Genesis Diary","Adventure, Sci Fi, Shounen, Cats, Family Friendly, Non-Human Protagonists, Robots, Time Travel, Based on a Manga"
Osiris no Tenbin,"Drama, Assassins, Psychic Powers, Short Episodes, Supernatural, Superpowers, Original Work"
Animation Runner Kuromi 2,"Comedy, Anime Industry, Coworkers, Otaku Culture, Parody, Work Life, Original Work"
Aoi Hane Mitsuketa! Sagashite Miyou Mijika na Tori-tachi,"Family Friendly, Short Episodes, Shorts, Based on a Picture Book, CG Animation"
Kuro ga Ita Natsu,"Drama, Cats, Historical, Pets, Siblings, War, World War 2, Violence"
Amatsuki: Kaishin no Ichigeki!,Romance
Granblue Fantasy The Animation Season 2,"Action, Adventure, Fantasy, Island, Magic, Based on a Mobile Game"
Gisoku no Moses,"Dancing, Ghosts, Shorts, Supernatural, Original Work"
Ranma 1/2 Nettou Uta Gassen,"Comedy, Music"
FLCL: Progressive,"Action, Comedy, Romance, Sci Fi, Coming of Age, Non-Human Protagonists, Robots, Slapstick, Original Work, Explicit Violence"
Zatch Bell!,"Action, Comedy, Fantasy, Shounen, Demons, Elemental Powers, Magic, Non-Human Protagonists, Person in a Strange World, Proxy Battles, Slapstick, Superpowers, Tournaments, Weak to Strong, Based on a Manga, Violence"
Tsubasa to Hotaru,"Romance, Shoujo, School Life, Based on a Manga"
Hand Maid May,"Comedy, Ecchi, Romance, Sci Fi, Androids, Maids, Non-Human Protagonists, Robots, Original Work"
Visual Prison,"Music, Rock Music, Vampires, Original Work"
Harukanaru Toki no Naka de 3: Kurenai no Tsuki,"Fantasy, Reverse Harem, Romance"
Sukisho,"BL, Comedy, Drama, Romance, Shounen-ai, Amnesia, School Life, Split Personality, Based on a Visual Novel, Sexual Content"
Zannen na Ikimono no Jiten (2021),"Animal Protagonists, Educational, Non-Human Protagonists, Short Episodes, Based on a Picture Book"
Zannen na Ikimono no Jiten (2021),"Animal Protagonists, Educational, Non-Human Protagonists, Short Episodes, Based on a Picture Book"
Shinzo,"Action, Adventure, Family Friendly, Post-apocalyptic, Original Work"
Otanoshimi Anime Gekijou,Comedy
Lady Lady!! Movie,"England, Europe, Nobility"
La Storia Della Arcana Famiglia: Capriccio - stile Arcana Famiglia,"Comedy, Body Swapping, Gangs, Mafia, Based on an Otome Game, Based on a Visual Novel"
Pokemon Advanced,"Adventure, Fantasy, Elemental Powers, Episodic, Family Friendly, Monsters, Proxy Battles, Based on a Video Game"
Muromi-san,"Comedy, Fantasy, Shounen, Fishing, Gag, Mermaids, Ocean, Short Episodes, Based on a Manga"
Naruto: Narutimate Hero 3 OVA,"Action, Shounen, Ninja, Based on a Manga"
halyosy: Connecting,Vocaloid
BanG Dream! We Had Some Fun!,"Slice of Life, Music, Showbiz, Original Work"
Tales of Phantasia,"Action, Adventure, Fantasy, Magic, Swordplay, Based on a Video Game"
"The Daichis: Earth's Defense Family","Action, Comedy, Superheroes, Original Work"
Sore Ike! Zukkoke Sannin-gumi,"Comedy, Family Friendly, Based on a Novel"
To Heart 2 AD OVA,"Ecchi, Harem, Romance, Panty Shots, Based on an Eroge, Based on a Visual Novel"
Gensei Shugoshin P-hyoro Ikka,"Action, Adventure, Fantasy, Based on a Manga"
YAT Anshin! Uchuu Ryokou 2,"Adventure, Comedy, Sci Fi, Outer Space"
Genki! Genki! Nontan (2004),"Animal Protagonists, Cats, Family Friendly, Music, Non-Human Protagonists, Short Episodes, Based on a Picture Book, CG Animation"
Meoteoldosawa Ttomae,"Action, Adventure, Fantasy, Magic"
Corpse Party: Tortured Souls,"Horror, Mystery, Curse, Supernatural, Based on a Doujinshi, Based on a Video Game, Explicit Violence"
Soul Eater: Late Night Show,"Comedy, Fantasy, Shounen, Demons, Shinigami, Short Episodes, Based on a Manga"
Joshikousei Nobunaga-chan!!,"Comedy, Gender Bender, School Life, Short Episodes, Based on a Manga"
"Astro Boy: Visitor of 100,000 Light Years - IGZA","Sci Fi, Shounen, Androids, Non-Human Protagonists, Outer Space, Robots, Superheroes"
HoneyWorks: Bouken no VLOG,"Slice of Life, Music, Vocaloid"
The Laws of the Universe: Part 1,"Sci Fi, Aliens, Happy Science, Religion, Time Travel"
Mecha Afro-kun,
Shounen Ninja Kaze no Fujimaru: Nazo no Arabiya Ningyou,"Action, Adventure, Shounen, Samurai"
Tono to Issho 1.5,"Comedy, Seinen, Based on a 4-Koma Manga, Based on a Manga"
Kaitou Pride,"Comedy, Black and White, Criminals, Family Friendly, Short Episodes"
Mobile Suit Gundam ZZ,"Mecha, Sci Fi, Outer Space, Rivalries, Original Work"
Martian Successor Nadesico: Prince Of Darkness,"Sci Fi, Outer Space, Original Work"
Nekketsu Saikyou Gozaurer,"Mecha, Sci Fi, Transforming Mecha, Original Work"
Astro Boy: The Brave in Space,"Action, Sci Fi, Shounen, Androids, Non-Human Protagonists, Robots, Based on a Manga"
Magic Knight Rayearth OVA,"Action, Fantasy, Magical Girl, Mecha, Shoujo, Henshin Heroes, Magic, Based on a Manga"
Hiiro no Kakera: The Tamayori Princess Saga,"Fantasy, Reverse Harem, Romance, Supernatural, Based on an Otome Game, Based on a Visual Novel"
Jin: Shounen Brave,Vocaloid
Guitar wo Motta Shounen: Kikaider vs. Inazuman,"Action, Sci Fi, Androids, Crossover, Non-Human Protagonists, Robots"
Hajimari wa Kimi no Sora,"Dancing, Idols"
Magnerobo Ga-Keen Movie,"Action, Mecha, Sci Fi, Super Robot, Original Work"
That Time I Got Reincarnated as a Slime: Digression - Hinata Sakaguchi,"Adventure, Fantasy, Shounen, Demons, Isekai, Kingdom Building, Magic, Management, Modern Knowledge, Monsters, Non-Human Protagonists, Recap, Reincarnation, RPG, Slimes, Based on a Manga, Violence"
Nem: Yumekui Shirokuro Baku,"Supernatural, Vocaloid"
Mahoromatic: Year End Special,"Comedy, Seinen, Androids, Non-Human Protagonists, Recap, Robots, Based on a Manga"
Game Center Arashi,"Comedy, Shounen, Based on a Manga"
"So, I Can't Play H!","Action, Comedy, Ecchi, Fantasy, Harem, Shinigami, Supernatural, Based on a Light Novel, Nudity"
Neko Pitcher,"Comedy, Seinen, Sports, Animal Protagonists, Baseball, Cats, Non-Human Protagonists, Short Episodes, Based on a Manga"
Akari Nanawo & Sou: Turing Love,Romance
This Ugly Yet Beautiful World,"Action, Romance, Sci Fi, Environmental, Sudden Girlfriend Appearance, Original Work, Nudity"
Hamster Club,"Animal Protagonists, Family Friendly, Hamsters, Non-Human Protagonists, Short Episodes, Based on a Manga"
Norakuro,"Comedy, Shounen, Animal Protagonists, Anthropomorphic, Dogs, Military, Non-Human Protagonists, Based on a Manga"
Sanzoku Diary,"Adventure, Seinen, Slice of Life, Educational, Based on a Manga"
Wagahai wa Neko de Aru,"Comedy, Animal Protagonists, Cats, Non-Human Protagonists, Based on a Novel"
Shin Manga Naruhodo Monogatari,Family Friendly
The Window (2012),"Drama, Korean Animation, Military, Thriller"
Junkers Come Here: Memories of You,"Drama, Slice of Life, Dogs, Pets, Original Work"
Rilakkuma: Korilakkuma Meets Chairoikoguma,"Animal Protagonists, Bears, No Dialogue, Non-Human Protagonists, Promotional, San-X Characters, Short Episodes"
Touch Movie 2: Sayonara no Okurimono,"Comedy, Drama, Romance, Shounen, Sports, Baseball, Based on a Manga"
Jin: Otsukimi Recital,Vocaloid
Crayon Shin-chan: Shin-Men,"Action, Comedy, Family Friendly, Short Episodes, Superheroes"
Magic of Stella Specials,"Comedy, Seinen, Doujinshi Industry, School Club, School Life, Based on a Manga"
Bit the Cupid,"Comedy, Fantasy, CG Animation"
Scarecrowman,"Fantasy, Family Friendly, CG Animation, Original Work"
Magical Fairy Persia Pilot,"Fantasy, Magical Girl, Henshin Heroes, Magic, School Life"
Kira Kira 5th Anniversary Live Anime: Kick Start Generation,Based on a Visual Novel
Wo de Nitian Shenqi,"Action, Adventure, Fantasy, Chinese Animation, Magic, Based on a Manga, Violence"
IDOLiSH7 Recap,"Idols, Music, Recap, Showbiz"
Komaneko: The Curious Cat,"Fantasy, Slice of Life, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Stop Motion Animation, Original Work"
Suppose a Kid from the Last Dungeon Boonies Moved to a Starter Town,"Adventure, Comedy, Fantasy, Overpowered Main Characters, RPG, Based on a Light Novel"
Marumaru Manul,"Slice of Life, Animal Protagonists, Cats, Non-Human Protagonists, Short Episodes"
Hiroya Ozaki: Glory Days,"Action, Mecha, Sci Fi"
Zombie-Loan,"Action, Drama, Horror, Shounen, School Life, Supernatural, Based on a Manga, Animal Abuse,, Mature Themes,, Violence"
Wonderful Rush,Idols
"Harumaki Gohan: Suisei ni Nareta Nara (Acoustic ""Nightwalker"" Arrange)",
Grappler Baki: The Ultimate Fighter,"Hand to Hand Combat, Martial Arts, Based on a Manga"
Chie-chan Funsenki: Jarinko Chie,"Comedy, Based on a Manga"
El-Hazard: The Alternative World,"Fantasy, Isekai, Person in a Strange World, Original Work"
Keroro Gunsou: Mushakero Ohirome Sengoku Ranstar Dai Battle,"Action, Feudal Japan, Samurai"
Out of My Mind,"Abstract, Black and White, Shorts"
Manga Hajimete Monogatari,"Educational, Family Friendly"
Gakkyuu Ou Yamazaki,"Comedy, Aliens, School Life, Based on a Manga"
The Detective Is Already Dead. Mini Anime,"Chibi, Promotional, Short Episodes, Based on a Light Novel"
Madlax,"Mystery, Assassins, Guns, Political, War, Original Work"
Sket Dance: Demystifying Special,"Comedy, Shounen, Gag, Recap, School Club, School Life, Based on a Manga"
Ninjala,"Action, Fantasy, Sci Fi, Family Friendly, Ninja, Short Episodes, Based on a Video Game"
Captain Future,"Adventure, Sci Fi, Outer Space, Based on a Novel"
Japan Sinks 2020,"Drama, Sci Fi, Earthquake, Natural Disaster, Survival, Thriller, Based on a Novel, Explicit Violence,, Mature Themes,, Sexual Content"
Monchicchiisu,"Animal Protagonists, Family Friendly, Non-Human Protagonists, Short Episodes, CG Animation"
Pochitto Hatsumei: Pikachin-Kit,"Sci Fi, Shounen, Family Friendly"
Ttoli Janggun,"Adventure, Drama, Korean Animation"
Cue!,"Idols, Showbiz, Voice Acting, Based on a Mobile Game"
DECO*27: Otome Kaibou,Vocaloid
Tiger & Bunny: Too many cooks spoil the broth.,Music
Dokgotak: Taeyang-eul Hyanghae Deonjyeola,"Sports, Baseball, Korean Animation"
Cofun Gal no Coffy (2005),"Comedy, Short Episodes"
JRA x Gudetama,"Comedy, Sports, Anthropomorphic, Commercials, Crossover, Food Protagonists, Non-Human Protagonists, Promotional, Racing, Short Episodes"
Chou Futsuu Toshi Kashiwa Densetsu Z,"Comedy, Fantasy, Contemporary Fantasy, Gag, Promotional, Short Episodes, Tourism, Urban Fantasy, Flash Animation, Original Work"
Suirin: Karma (Ni),"Abstract, No Dialogue, Shorts"
Konchuu Monogatari Minashigo Hutch (1989),"Adventure, Family Friendly, Insects, Animal Abuse,, Mature Themes"
Girls und Panzer: Akiyama Yukari no Sensha Kouza,"Educational, Military, Original Work"
Kkaemo-ui Moheom,"Family Friendly, Korean Animation, Short Episodes"
Romance of the Three Kingdoms,"Action, Adventure, Drama, Ancient China, Historical, Overpowered Main Characters, Political, Rebellions, Romance of the Three Kingdoms, Swordplay, War, Based on a Manga"
12-Sai: Chiccha na Mune no Tokimeki 2,"Romance, Shoujo, School Life, Based on a Manga"
Mobile Suit Gundam F91,"Action, Drama, Mecha, Sci Fi, Outer Space, Real Robot, War, Violence"
mothy: Akutoku no Judgment,Vocaloid
Dream Festival!,"Idols, Music, Showbiz, Original Work"
22/7: 8+3=?,"Slice of Life, Idols, Music, Showbiz"
Bosco Adventure,"Adventure, Fantasy, Royalty, Based on a Novel"
Akazukin Chacha,"Comedy, Fantasy, Magical Girl, Shoujo, Henshin Heroes, Magic, Magic School, Parody, School Life, Slapstick, Based on a Fairy Tale, Based on a Manga"
"Anne's Secret Diary","Drama, Korean Animation, Short Episodes"
HoneyWorks: Sith x Love,
Uma Musume: Pretty Derby - BNW no Chikai,"Sports, Animal Characteristics, Anthropomorphic, Idols, Non-Human Protagonists, Racing, Showbiz, Based on a Mobile Game"
Ontama!,"Comedy, Romance, Time Travel, Based on a Manga"
"Digimon Tamers Movie: The Adventurers' Battle","Action, Sci Fi, Shounen, Family Friendly, Monsters"
KADO: The Right Answer - Ninovo,"Drama, Sci Fi, Political, CG Animation, Original Work"
Utawarerumono: The False Faces Specials,"Comedy, Fantasy, Chibi, Based on a Visual Novel"
BiSH: in case...,"Action, Sci Fi, Monsters"
Neko no Robu,"Comedy, Animal Protagonists, Cats, Non-Human Protagonists, Short Episodes"
Kagerou Kaa-kun,"Family Friendly, Based on a Picture Book"
Hawaiian Conu,"Family Friendly, Short Episodes, Based on a Picture Book"
Funny Animal Bus 2nd Season,"Family Friendly, Short Episodes"
GUNbare! Game Tengoku 2,"Comedy, Based on a Video Game"
"Penelope Tete en l'air (2017)","Slice of Life, Animal Protagonists, Anthropomorphic, Family Friendly, Koalas, Non-Human Protagonists"
Uchuu Kazoku Carlvinson,"Comedy, Sci Fi, Slice of Life, Aliens, Childcare, Non-Human Protagonists, Orphans, Based on a Manga"
Shinra-Bansho: Kirameki Inokori Daisenso,
Friends: Mononoke Shima no Naki,"Comedy, Fantasy, Based on a Novel, CG Animation"
Gargoyle of the Yoshinagas Special,
Yuurei Yashiki,"Horror, Family Friendly, Supernatural"
Aimer: Mine,"Drama, Slice of Life, Melancholy"
FAKE TYPE: Hajimari no Senaka,
