anime_id,age_rating,age_rating_guide,average_rating,description,episode_count,episode_length,kind,poster_image,season,studio,tags,title,title_jp,total_length,year,year_end
2253,PG,Teens 13 or older,68.59,"Parents who don't want to take care of their child leave parenting to the mail ordered robot ""Auto Mommy"" and allow their child to be raised in isolation.
One day, they take a look at the monitor to check the child, and then they see the child wearing dog skin and hiding his face. This is not good, the parents think, because they can't send the child to school like this. So they make Auto Mommy peel the dog skin off the child, only to find that the child became a plant without a human face.",1,12,movie,https://media.kitsu.io/anime/poster_images/5093/original.jpg?1408454325,,,"Shorts, Stop Motion Animation",Auto Mommy,Auto Mommy,12,2000,
2254,PG,Teens 13 or older,78.94,"Picking up where the original series left off, Ren Mihashi, the ace pitcher of the newly-formed Nishiura High School baseball team, and his teammates face the Sakitama High School team in the next round of the High School Baseball Invitational Tournament as they aim to play in the finals at legendary Hanshin Koushien Stadium.
(Source: ANN)",13,24,TV,https://media.kitsu.io/anime/poster_images/5095/original.jpg?1597697140,Spring,A-1 Pictures,"Comedy, Drama, Seinen, Sports, Baseball, Codependency, Mental Illness, School Club, School Life, Tournaments, Based on a Manga",Big Windup! 2,おおきく振りかぶって　〜夏の大会編〜,312,2010,
2255,R,17+ (violence & profanity),77.90,"Fifteen-year-old Megumi Shimizu dreamed of a glamorous life in the big city; however, her unexpected death in the quiet village of Sotoba marks the beginning of what appears to be a ferocious epidemic that turns the hot summer into a season of blood and terror. A young doctor named Toshio Ozaki  begins to doubt the nature of the disease and comes to understand that to discover the truth, he must abandon his humanity. Meanwhile, Natsuno Yuuki, an antisocial youth from the city, is haunted by the sudden death of Megumi and must realize the pain of friendship in the face of his own tragedy. Toshio and Natsuno form an unlikely pair as they work together to save Sotoba before it transforms into a ghost town of vampires.Shiki, adapted from the horror novel written by Fuyumi Ono, goes beyond the average vampire story. It tells the tragic tale of survival in a world where one cannot easily distinguish between good and evil. Abandoned by God, the Shiki, as the vampires call themselves, have only their will to live as they clash with the fear of the paranoid/unbelieving villagers. Shiki explores the boundary that separates man from monster.
[Written by MAL Rewrite]",22,0,TV,https://media.kitsu.io/anime/poster_images/5098/original.jpg?1597697259,Summer,Daume,"Horror, Mystery, Countryside, noitaminA, Psychological, Supernatural, Vampires, Based on a Light Novel, Explicit Violence,, Mature Themes,, Physical Abuse",Shiki,屍鬼,0,2010,
2256,R,17+ (violence & profanity),68.66,Special that can be found on DVD. Contains animation not reused in the TV series.,1,3,special,https://media.kitsu.io/anime/poster_images/5099/original.jpg?1408454348,,GONZO,"Action, Seinen, Europe, Overpowered Main Characters, Supernatural, Vampires, Based on a Manga",Hellsing: Psalm of Darkness,Hellsing: Psalm of Darkness,3,2000,
2257,PG,Teens 13 or older,73.94,An OVA that takes place during the manga's middle school storyline.,1,25,OVA,https://media.kitsu.io/anime/poster_images/5105/original.jpg?1408454364,,Synergy SP,"Action, Fantasy, Shounen, Based on a Manga",Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,絶対可憐チルドレン OVA 〜愛多憎生! 奪われた未来?〜,25,2010,
3929,G,All Ages,68.59,"An educational film about Paghman, Afghanistan showing the simple life and beauty of the region and its regular citizens to juxtapose the War in Afghanistan that stared in real life the year prior.",1,16,OVA,https://media.kitsu.io/anime/poster_images/9182/original.jpg?1597691088,,,"Educational, Family Friendly, Historical, Middle Eastern",Afghanistan Paghman-mura no Monogatari: Sekaiichi Utsukushii Boku no Mura,アフガニスタン・パグマン村の物語 せかいいち　うつくしい　ぼくの村,16,2002,
2258,G,All Ages,68.59,"The story is based on the traditional Chinese folklore about a boy named Chenxiang. His mother is a goddess and his father is a mortal. His uncle Erlang Shen, punishes them by killing the father. The mother escapes and gives birth, but the little boy grows up without knowledge of his ancestry. His mother possesses a magical Lotus Lantern whose light can scare away evil. When his uncle, a strict and powerful god, kidnaps Chenxiang, his mother fights to save her son.
Unfortunately, his uncle is victorious and Chenxiang is forced to live in his palace on the sacred mountains. Erlang Shen then imprisons his sister beneath a mountain for her crimes. Although he is quite young, Chenxiang manages to escape from the palace, taking the magical lotus lantern that his mother lost during the battle.
After surviving adventures with many beloved characters of Chinese mythology, Chenxiang finally matures into a courageous boy who must battle his uncle to win his mother's freedom and fall in love at the same time.
(Source: Wikipedia)",1,94,movie,https://media.kitsu.io/anime/poster_images/5109/original.jpg?1408454375,,Shanghai Animation Film Studio,"Adventure, Fantasy, Chinese Animation",Lotus Lantern,宝莲灯,94,1999,
2259,PG,Teens 13 or older,64.06,Saki picture drama included in the DVD volumes 3 through 9.,7,8,special,https://media.kitsu.io/anime/poster_images/5110/original.jpg?1408454378,,GONZO,"Comedy, Seinen, Slice of Life, Mahjong, Picture Drama, Based on a Manga",Saki Picture Drama,咲-Saki- ピクチャードラマ,56,2009,2010
2260,PG,Teens 13 or older,68.44,"""Sheryl, Nero, Elly, and Cordelia are the most popular students at Holmes Detective Academy, because of the many cases they've solved with their Toys and teamwork. The students and the people of the Detective City Yokohama all look up to the members of ""Milky Holmes"", as they're called. But on a dark and stormy night, during a battle with their rivals ""The Gentlemen Thief Empire"", they lose their toys, and their fate undergoes a dramatic change...""
(Source: Crunchyroll)",12,24,TV,https://media.kitsu.io/anime/poster_images/5113/original.jpg?1440354928,Fall ,J.C.Staff,"Comedy, Mystery, Detectives, Sherlock Holmes",Tantei Opera Milky Holmes,探偵オペラ ミルキィホームズ,288,2010,
2261,G,All Ages,62.28,"Comedy anime about the generation gaps. The three main characters represent the major generations of Japanese; Yutori (teenagers), Tsumekomi (20-30s) and Dankai (middle age). Tsumekomi-chan is an office worker in a toy company and supervises the part-time working student Yutori-chan. She tries to get along with Yutori-chan but her selfish behavior typical of the Yutori generation is incomprehensible. ",25,4,ONA,https://media.kitsu.io/anime/poster_images/5115/original.jpg?1408454392,Fall ,Actas,"Comedy, Slice of Life, Coworkers, Short Episodes, Work Life, Original Work",Yutori-chan,ゆとりちゃん,100,2009,2010
2262,PG,Children,68.59,Futatsu no Kurumi is a short story following 12-year-old Ayaka as she is teleported back in time to the fire bombing of Tokyo in 1945 and covers her experiences in this very different and unfamiliar environment. (from saizen-fansubs),1,46,special,https://media.kitsu.io/anime/poster_images/5118/original.jpg?1597696583,,Shin-Ei Animation,"Drama, Historical, Person in a Strange World, Time Travel, War, World War 2",Futatsu no Kurumi,ふたつの胡桃,46,2007,
2263,PG,Teens 13 or older,54.85,"A very special episode included with the Blu-ray release. The Entrails Animals and Akane discuss philosophical topics such as existence, purpose, and low-quality merchandise.",1,11,special,https://media.kitsu.io/anime/poster_images/5121/original.jpg?1408454408,,Nomad,"Comedy, Picture Drama, Based on a Light Novel",Kämpfer Picture Drama,けんぷファー ピクチャードラマ,11,2009,
2264,R,"Violence, Profanity",81.98,"One autumn evening at a mysterious ramen stand behind the Shimogamo Shrine, a lonely third-year college student bumps into a man with an eggplant-shaped head who calls himself a god of matrimony. Meeting this man causes the student to reflect upon his past two years at college—two years bitterly spent trying to break up couples on campus with his only friend Ozu, a ghoulish-looking man seemingly set on making his life as miserable as possible. Resolving to make the most out of the rest of his college life, the student attempts to ask out the unsociable but kind-hearted underclassman Akashi, yet fails to follow through, prompting him to regret not living out his college life differently. As soon as this thought passes through his head, however, he is hurtled through time and space to the beginning of his years at college and given another chance to live his life.

Surreal, artistic, and mind-bending, Yojouhan Shinwa Taikei chronicles the misadventures of a young man on a journey to make friends, find love, and experience the rose-colored campus life he always dreamed of.

(Source: MAL Rewrite)",11,23,TV,https://media.kitsu.io/anime/poster_images/5122/original.jpg?1597696857,Spring,MADHOUSE,"Comedy, Romance, Abstract, College, noitaminA, School Life, Slapstick, Based on a Novel",The Tatami Galaxy,四畳半神話大系,253,2010,
4519,G,All Ages,68.59,A music video for the song by AKB48 that was featured on NHK's Minna no Uta Program. ,1,4,music,https://media.kitsu.io/anime/poster_images/10711/original.jpg?1424977147,,,"Romance, Adult Couples, Minna no Uta, Neighbors",Hakimono to Kasa no Monogatari,履物と傘の物語,4,2015,
2267,R,Mild Nudity,68.85,"Yamada, first name withheld, is a 15-year-old girl who has just entered Takizawa High School. Easily considered exceptionally beautiful, she has only one problem with her own body, she thinks her vagina looks weird and is very self-conscious about it.
Upon entering high school, her dream was to have casual sex with 100 men but therein lies the problem, she believes an experienced partner will tease her about the way her vagina looks or simply the fact that she's a virgin. She stumbles upon the solution in the form of Kosuda Takashi, a fellow virgin, whom she believes will help ease the transition to more experienced partners.
There's only one small problem, Yamada doesn't know anything about sex or the ancient art of seduction, meaning her quest to conquer Kosuda will be a difficult one.",12,24,TV,https://media.kitsu.io/anime/poster_images/5134/original.jpg?1597698110,Spring,Hal Film Maker,"Comedy, Ecchi, Romance, Seinen, Romantic Comedy, School Life, Sudden Girlfriend Appearance, Based on a Manga, Nudity,, Sexual Content",Yamada's First Time: B Gata H Kei,B型H系,288,2010,
2268,PG,Teens 13 or older,67.94,Random side-stories of Chousokabe and Mouri in chibi form.,7,6,special,https://media.kitsu.io/anime/poster_images/5142/original.jpg?1408454474,,Production I.G,"Comedy, Chibi, Feudal Japan, Historical, Samurai",Mini Sengoku Basara: Chousokabe-kun to Mouri-kun,ミニ戦国BASARA　長曾我部君と毛利君,42,2009,2010
2269,G,All Ages,60.61,"In 2004, Optimus Prime is alerted to a disturbance at the gates of Autobot City; a force of Decepticons led by a vicious new enemy, a Tyrannosaurus rex calling himself Megatron!! Autobots and Decepticons from across the eras have converged on this time to clash over the newly-discovered energy source solitarium!",2,6,special,https://media.kitsu.io/anime/poster_images/5145/original.jpg?1408454484,,Actas,"Action, Mecha, Sci Fi, Non-Human Protagonists, Robots, Sentient Mecha, Short Episodes, Super Robot, Transforming Mecha, War, CG Animation",Transformers: Robot Masters,TRANSFORMERS ROBOT MASTERS (トランスフォーマー ロボットマスターズ),12,2004,2005
2270,G,All Ages,61.53,"The Gon series features the completely wordless adventures of the irascible title character, a tiny fictional dinosaur, as he interacts with the natural world. Gon somehow survived the extinction of his fellow dinosaurs and interacts with paleolithic animals. 
(Source: Wikipedia)",50,0,TV,https://media.kitsu.io/anime/poster_images/5147/original.jpg?1597699063,Spring,Daewon Media,"Adventure, Comedy, Seinen, Animal Protagonists, Dinosaurs, Family Friendly, Non-Human Protagonists, Prehistoric, Based on a Manga, CG Animation",Gon,ゴン,0,2012,2013
2271,PG,Teens 13 or older,74.07,Short specials from the DVDs/BDs.,16,2,special,https://media.kitsu.io/anime/poster_images/5154/original.jpg?1408454515,,Bones,"Comedy, Shounen, Gag, Picture Drama, Siblings, Based on a Manga",Fullmetal Alchemist: Brotherhood: 4-Koma Theater,荒川弘 描き下ろし4コマ劇場,32,2009,2010
2272,R,Mild Nudity,68.59,"Anime based on Otaku no Seiza: in Another World, on the Turbo CD, and Otaku no Seiza: An Adventure in the Otaku Galaxy, for the NES, which were two Role-Playing games, published by M&M, released in Japan in 1991 and 1993.",2,24,OVA,https://media.kitsu.io/anime/poster_images/5158/original.jpg?1460390132,,Bee Media,"Adventure, Comedy, Ecchi, Sci Fi, Idols, Otaku Culture, Parody, Post-apocalyptic, RPG, Based on a Video Game, Nudity,, Sexual Content",Otaku no Seiza,おたくの星座,48,1994,
2273,G,All Ages,68.59,"The series focuses on 7 children and a sheep-like character. Together, they work together as a team and hang out together. They wear various fashion through the series. They also have different colored hair. Sandy, a girl who has a pet sheep-like character named Cloud and 6 other children, Jasmine, Lime, Basil, Clove, Nattsu, and Cinnamon, became friends, they become a news reporter team. Each episode has the children dressed in various clothes.
(Source: ANN)",52,24,TV,https://media.kitsu.io/anime/poster_images/5161/original.jpg?1597684109,Spring,Studio Comet,"Comedy, Based on a Manga",The Marshmallow Times,マシュマロ通信 <タイムス>,1248,2004,2005
2274,G,All Ages,68.59,The story follows a girl who works on a streetcar both before and after the bomb drops on Hiroshima.,1,31,movie,https://media.kitsu.io/anime/poster_images/5164/original.jpg?1408454538,,MADHOUSE,"Drama, Historical, World War 2",Hiroshima ni Ichiban Densha ga Hashitta,ヒロシマに一番電車が走った,31,1993,
4520,G,All Ages,68.59,A music video for the song by Haru & Chitchi Kazoku that was featured on NHK's Minna no Uta Program. ,1,2,music,https://media.kitsu.io/anime/poster_images/10713/original.jpg?1424977157,,,"Family Friendly, Family Life, Minna no Uta",Shiawase no Tokei,しあわせの時計,2,2012,
2277,PG,Teens 13 or older,70.72,"For their silver anniversary, Vanilla and Coconna return to Uoodo along with Gotho in the hopes of reuniting with Chirico. Once there they find a red shouldered AT at the Battling arena.",6,24,OVA,https://media.kitsu.io/anime/poster_images/5172/original.jpg?1575363849,,Sunrise,"Mecha, Sci Fi, Real Robot, Original Work",Armored Trooper Votoms: Phantom Arc,装甲騎兵ボトムズ 幻影篇,144,2010,
2278,PG,Teens 13 or older,71.69,Tegamibachi specials.,25,3,special,https://media.kitsu.io/anime/poster_images/5173/original.jpg?1486236514,,St. Signpost,"Comedy, Shounen, Based on a Manga",Letter Bee Academy,テガミバチ学園,75,2010,
2279,PG,Teens 13 or older,68.94,Toaru Kagaku no Railgun specials that were released on the 1st and 5th Blu-ray and DVD volumes.,2,8,special,https://media.kitsu.io/anime/poster_images/5174/original.jpg?1597698448,,J.C.Staff,"Comedy, Sci Fi, Magic, Parody, Psychic Powers, Supernatural, Superpowers",A Certain Scientific Railgun Specials,もっとまるっと超電磁砲,16,2010,
2280,PG,Teens 13 or older,64.16,"This OVA will reveal the truth about Juri's evil eye and feature plenty of Cammy and the Dolls.
(Source: Capcom)",1,35,OVA,https://media.kitsu.io/anime/poster_images/5176/original.jpg?1597698957,,GONZO,"Action, Hand to Hand Combat, Martial Arts, Based on a Video Game",Super Street Fighter IV,スーパーストリートファイターIV,35,2010,
2281,PG,Teens 13 or older,57.43,"More than twenty years ago, an evil summoner committed ""Great Summon"". One third of human beings were killed, and devils and monsters invaded the Earth. One day, a painter, Tamura Fukutaro, moves into an apartment house called ""Ashiaraiyashiki"" and gets involved in the troubles of his non-human neighbors. It's the beginning of a severe battle among gods, devils and the ruler ""The Central"".",1,6,OVA,https://media.kitsu.io/anime/poster_images/5184/original.jpg?1486236354,,Garden Lodge,"Seinen, Apartment Life, Shorts, Supernatural, Based on a Manga",Ashiaraiyashiki no Juunin-tachi.,足洗邸の住人たち。,6,2010,
2282,R,17+ (violence & profanity),75.70,"""Alpha Stigma"" are known to be eyes that can analyze all types of magic. However, they are more infamously known as cursed eyes that can only bring destruction and death to others.
Ryner Lute, a talented mage and also an Alpha Stigma bearer, was once a student of the Roland Empire's Magician Academy, an elite school dedicated to training magicians for military purposes. However, after many of his classmates died in a war, he makes an oath to make the nation a more orderly and peaceful place, with fellow survivor and best friend, Sion Astal.
Now that Sion is the the king of Roland, he orders Ryner to search for useful relics that will aid the nation. Together with Ferris Eris, a beautiful and highly skilled swordswoman, Ryner goes on a journey to search for relics of legendary heroes from the past, and also uncover the secrets behind his cursed eyes.
[Written by MAL Rewrite]",24,23,TV,https://media.kitsu.io/anime/poster_images/5191/original.jpg?1597697543,Summer,Zexcs,"Action, Adventure, Fantasy, Magic, Political, War, Based on a Light Novel, Explicit Violence",The Legend of the Legendary Heroes,伝説の勇者の伝説,552,2010,
2283,R,Mild Nudity,74.96,"Rune Balot is a down-and-out teen prostitute in Mardock City. One day, she's picked up by an ambitious casino manager named Shell who gives her everything she could want. Renewed by a false innocence, a false past, and now the false life Shell has given her, Balot feels grateful. However, she can't help but be curious about why he's done so much for her, so she does some research about his past on a computer. This turns out to be a mistake which will change her life greatly. When Shell finds out what she's done, he attempts to burn her to death by blowing up her car.
Due to the high crime rate in Mardock, a new law called ""Scramble 09"" has given police carte blanche to take extreme and otherwise illegal measures to revive crime witnesses. With this in mind, they allow a professor to bring Balot back from the brink of death by reassembling her entire body with reinforced synthetic fiber. When she finally wakes up, her confused mental state eventually turns toward revenge as Shell is revealed as her killer. 
(Source: Nippon Cinema) ",1,70,movie,https://media.kitsu.io/anime/poster_images/5195/original.jpg?1597697673,,GoHands,"Sci Fi, Cyberpunk, Based on a Novel, Drug Use,, Explicit Sex,, Explicit Violence,, Mature Themes,, Physical Abuse,, Sexual Abuse",Mardock Scramble: The First Compression,マルドゥック・スクランブル 圧縮,70,2010,
2284,G,All Ages,72.86,"A tiny mountain village in a remote woodland region. Five primary school kids have come together in this idyllic spot in order to spend their summer holidays at a camp. At first the children enjoy carefree days amidst unspoiled nature far away from adult supervision. But their life changes dramatically when they come across what they believe to be a small dog, badly in need of help. The creature – known as Pochi – turns out not to be a dog at all but an alien on an important mission. 
It seems there is a mysterious substance on earth that is coveted throughout the universe. Pochi had almost found it but was so badly injured during a fight that he had to give up his search. Thanks to the children's help, the alien survives – and decides to reward them generously. “Where would you most like to travel?” is the question Pochi puts to his rescuers. Their answer is prompt, if vague: 
“As far as possible!” Pochi suggests they try the moon first of all, and so, the alien whisks away the kids to the satellite next door. This marks the beginning of an absolutely amazing adventure. 
During the course of their travels they discover that the substance coveted throughout the universe is in fact also integral to Japanese cuisine – and it just so happens that one of the kids has some of this mysterious substance in his pocket.
(Source: Berlinale.de)",1,136,movie,https://media.kitsu.io/anime/poster_images/5201/original.jpg?1512599495,,A-1 Pictures,"Adventure, Sci Fi, Aliens, Family Friendly, Outer Space, Original Work",Welcome to THE SPACE SHOW,宇宙ショーへようこそ,136,2010,
2285,G,All Ages,68.59,"The story of Mr. Araiwa and his family. He is a model employee in a large enterprise, but becomes a completely different character at home. He is very keen on cooking and lets pass no occasion to cook delicious dishes for his wife, who is frequently occupied by her work as a journalist, or his young son.
(Source: AniDB)",151,25,TV,https://media.kitsu.io/anime/poster_images/5203/original.jpg?1408454657,,Eiken,"Seinen, Slice of Life, Cooking, Family Life, Food and Beverage, Recipes, Salaryman, Based on a Manga",Cooking Papa,クッキングパパ,3775,1992,1995
2286,PG,Teens 13 or older,81.02,"Tsukimi and her wallflower friends are hopeless nerds with bizarre hobbies. Their crippling social anxieties keep them from setting foot outside the all-girl apartment complex they inhabit, but a late night jellyfish rescue mission and the arrival of a “Stylish Girl” are about to turn their lives upside down!

(Source: Funimation)",11,22,TV,https://media.kitsu.io/anime/poster_images/5204/original.jpg?1597696926,Fall ,Brain's Base,"Comedy, Josei, Apartment Life, Boarding House, Crossdressing, Fashion, Neighbors, noitaminA, Based on a Manga",Princess Jellyfish,海月姫,242,2010,
2287,PG,Children,68.59,"Set in the twenty-third century, Mighty Orbots relates the adventures of Rob Simmons, a scientist, and his robots (called Orbots)—Tur, Bort, Beau, Crunch, and Ono—all members of the Galactic Patrol, the Earth-based futuristic police force. The focal point of the program is their battle against Shadow, a sinister planet of evil whose leader, Umbra, seeks to control the universe.
(Source: Film.com, edited)",13,18,TV,https://media.kitsu.io/anime/poster_images/5205/original.jpg?1408454663,,TMS Entertainment,"Adventure, Mecha, Sci Fi, Combining Mecha, Episodic, Non-Human Protagonists, Robots, Sentient Mecha, Super Robot, Transforming Mecha",Mighty Orbots,マイティ・オーボッツ,234,1984,
2288,G,All Ages,68.59,A remake of the 1970's version.,55,25,TV,https://media.kitsu.io/anime/poster_images/5210/original.jpg?1408454678,,Tatsunoko Production,"Adventure, Family Friendly, Insects, Animal Abuse,, Mature Themes",Konchuu Monogatari Minashigo Hutch (1989),昆虫物語みなしごハッチ,1375,1989,1990
2289,PG,Teens 13 or older,72.81,A recap OVA summarizing the ten-year TV series up to the Impel Down arc.,1,29,OVA,https://media.kitsu.io/anime/poster_images/5225/original.jpg?1597697943,,Toei Animation,"Action, Adventure, Comedy, Shounen, Pirates, Recap, Superpowers, Based on a Manga",One Piece Recap,ワンピース,29,2010,
2290,G,All Ages,68.59,"Commercial web animation made for Nissan Note. Despite being a commercial, the content is highly independent, starting with a little girl keep asking everyone what is ""Teinenpi"", a kanji word meaning low fuel cost. 
It features a parody of the classic anime ""Heidi"" in 1974 but directed by Mr. Fumihara Satoshi, the director of the gag anime ""The World of Golden Eggs"".
It also features Mr. Koumoto Junichi playing multiple roles including: Heidi's Grandpa, Peter, Kurara and the sheep!
(Source: news.searchina.ne.jp)",8,3,ONA,https://media.kitsu.io/anime/poster_images/5226/original.jpg?1408454722,,Studio Crocodile,"Comedy, Parody, Short Episodes, CG Animation",Teinenpi Shoujo Haiji,低燃費少女ハイジ,24,2009,2010
2291,PG,Teens 13 or older,68.59,"Fujyoko is a 24 year old office worker. She admires her fashionable senpai Takayo, but one day she meets her at a doujinshi event.",1,30,OVA,https://media.kitsu.io/anime/poster_images/5227/original.jpg?1408454724,,,"Comedy, Fujoshi, Flash Animation, Original Work",Fujoshi no Hinkaku,腐女子の品格,30,2010,
2292,G,All Ages,68.59,"An anime made in the runup to the 1984 Olympics in Los Angeles, featuring Olympic mascot Sam the Olympic Eagle.",51,25,TV,https://media.kitsu.io/anime/poster_images/5228/original.jpg?1408454727,,Dax Production,"Comedy, Sports, Animal Protagonists, Anthropomorphic, Birds, Episodic, Non-Human Protagonists",Eagle Sam,イーグルサム,1275,1983,1984
2293,G,All Ages,68.59,"The adventures of a human and three little gnomes.
(Source: AniDB)",26,25,TV,https://media.kitsu.io/anime/poster_images/5232/original.jpg?1408454739,,Eiken,Adventure,Bouken Korobokkuru,冒険コロボックル,650,1973,1974
2295,PG,Teens 13 or older,75.27,"An anime-original story written by Ninomiya Tomoko, this is an extra episode that falls between the end of Nodame Cantabile (Finale) and Nodame Cantabile Opera-hen.  It's spring.  Nodame is getting very close to graduating from the Conservatoire and Chiaki is keeping himself busy professionally.",1,11,OVA,https://media.kitsu.io/anime/poster_images/5236/original.jpg?1597697623,,J.C.Staff,"Comedy, Josei, Romance, Europe, Shorts, Based on a Manga",Nodame Cantabile OVA 2,のだめカンタービレ OVA 2,11,2010,
2296,G,All Ages,68.59,Guru Guru Town Hanamaru-kun follows the life of some children in a fictional town.,101,25,TV,https://media.kitsu.io/anime/poster_images/5240/original.jpg?1408454760,,Pierrot,"Slice of Life, Animal Protagonists, Family Friendly, Non-Human Protagonists, Original Work",Guru Guru Town Hanamaru-kun,ぐるぐるタウン　はなまるくん,2525,1999,2001
2297,PG,Children,68.59,Norabbits' Minutes features two young rabbit brothers who live together in the forest and have endearing adventures together... though not without some absurd twists.,5,3,movie,https://media.kitsu.io/anime/poster_images/5242/original.jpg?1408454766,,,"Animal Protagonists, Forest, Non-Human Protagonists, Rabbits, Short Episodes, Stop Motion Animation",Norabbits' Minutes,ノラビッツミニッツ,15,2006,2007
2298,PG,Children,68.67,"The Fairytale World is in trouble. Its princesses and their respective worlds are disappearing, causing a ripple effect in the human world where their stories are popular. In order to save the Fairytale World, the Queen sends three magic animals, Sei, Dai, and Ryoku, to the human world with magic gems to find three girls who can become the ""Super Miracle Idols,"" the princesses Snow White, Cinderella, and Kaguya-hime. Those ""princesses"" end up being three little girls: Yukimori Ringo, Takashiro Layla, and Sasahara Natsuki. But the gems transform them into older singing superstars, and after their accidental debut at the singer Wish's concert, they become known as ""Little Princesses,"" or ""LilPri."" Now they must collect Happiness Tones from humans in order to restore the Fairytale World.",51,24,TV,https://media.kitsu.io/anime/poster_images/5243/original.jpg?1486237194,Spring,Telecom Animation Film,"Fantasy, Magical Girl, Family Friendly, Henshin Heroes, Idols, Magic, Music, Based on a Video Game",Spellbound! Magical Princess Lilpri,ひめチェン! おとぎちっくアイドル リルぷりっ,1224,2010,2011
2299,PG,Children,68.59,"The Fairytale World is in trouble. Its princesses and their respective worlds are disappearing, causing a ripple effect in the human world where their stories are popular. In order to save the Fairytale World, the Queen sends three magic animals, Sei, Dai, and Ryoku, to the human world with magic gems to find three girls who can become the ""Super Miracle Idols,"" the princesses Snow White, Cinderella, and Kaguya-hime. Those ""princesses"" end up being three little girls: Yukimori Ringo, Takashiro Layla, and Sasahara Natsuki. But the gems transform them into older singing superstars, and after their accidental debut at the singer Wish's concert, they become known as ""Little Princesses,"" or ""LilPri."" Now they must collect Happiness Tones from humans in order to restore the Fairytale World.",51,24,TV,https://media.kitsu.io/anime/poster_images/5243/original.jpg?1486237194,Spring,Telecom Animation Film,"Fantasy, Magical Girl, Family Friendly, Henshin Heroes, Idols, Magic, Music, Based on a Video Game",Spellbound! Magical Princess Lilpri,ひめチェン! おとぎちっくアイドル リルぷりっ,1224,2010,2011
2300,R,Mild Nudity,65.70,A Dance in the Vampire Bund recap episode featuring re-edited footage from the first 7 episodes.,1,24,special,https://media.kitsu.io/anime/poster_images/5244/original.jpg?1408454772,,SHAFT,"Action, Ecchi, Seinen, Recap, Vampires, Based on a Manga, Nudity",Dance in the Vampire Bund Recap,ダンスインザヴァンパイアバンド,24,2010,
2301,R,Mild Nudity,68.59,"Agedama is a small boy going to elementary school and having the usual problems for a boy of his age. He is also secretly a superhero-in-training (called ""Agedaman""). Along with Wapuro, his floating computer companion, he fights against a criminal organization who can turn humans into monsters of various types. 
(Source: AniDB)",51,25,TV,https://media.kitsu.io/anime/poster_images/5247/original.jpg?1408454780,,Gallop,"Action, Comedy, Sci Fi, Parody",Genji Tsuushin Agedama,ゲンジ通信あげだま,1275,1991,1992
2302,PG,Teens 13 or older,68.20,"When Harimanada makes his grand entrance into the world of Sumo, he causes complete uproar throughout the entire arena. The novelty headmask is clearly not a good idea but not content with just ruffling the feathers of all the spectators, he sends the the entire Sumo Association into a frenzy when he arrogantly declares that he will surpass the legendary Futabayama's consecutive run of 69 victories. Should he fail to achieve such a feat, he will immediately retire all together.
Harimanada's impudent remarks cause a huge backlash as every high-ranking Yokuzuna wants the chance to knock him down and humiliate him for showing such arrogance.
Thus begins Harimanada's journey to the top as he battles to topple the entire Sumo hierarchy!",23,0,TV,https://media.kitsu.io/anime/poster_images/5248/original.jpg?1408454782,,E&G Films,"Action, Seinen, Sports, Hand to Hand Combat, Sumo Wrestling, Tournaments, Wrestling, Based on a Manga",Aa Harimanada,ああ播磨灘,0,1992,
2303,G,All Ages,68.59,"One morning, a boy dashes out the door of his apartment carrying a school bag on his back. He jumps into the building elevator as on any other day; but today, it won't stop and just keeps on going down.When it finally stops with a jolt and the door opens, the boy finds himself in a world deep under the ground. There his adventure begins.
(Source: yamamura-animation.jp)",1,7,movie,https://media.kitsu.io/anime/poster_images/5250/original.jpg?1408454787,,,"Fantasy, Shorts",The Elevator,ふしぎなエレベーター,7,1991,
2304,G,All Ages,68.59,A young Felix the Cat and his baby pals find fun and mischief along their travels.,65,12,TV,https://media.kitsu.io/anime/poster_images/5251/original.jpg?1408454790,Fall ,Radix Ace Entertainment,"Adventure, Comedy, Animal Protagonists, Anthropomorphic, Cats, Family Friendly, Non-Human Protagonists, Short Episodes, Based on a Cartoon",Baby Felix,ベイビーフィリックス,780,2000,2001
2305,G,All Ages,68.59,No synopsis has been added for this series yet.Click here to update this information.,1,25,movie,https://media.kitsu.io/anime/poster_images/5252/original.jpg?1408454792,,Toei Animation,"Adventure, Fantasy, Shounen, Demons, Supernatural, Based on a Manga",Akuma-kun: Youkoso Akuma Land e!!,悪魔くん ようこそ悪魔ランドへ!!,25,1990,
2306,PG,Teens 13 or older,66.09,"Three-minute long music video released together with the Blu-Ray version. It's placed right after the ending credits of episode 13 as an ""epilogue"" but in fact it show events that happened after the last scene of the anime (the one with Hiromi and Shinichiro) and before the real epilogue (Noe with her new friends).
It's also an animated adaptation of the three drama CDs released June 25, 2008.",1,3,music,https://media.kitsu.io/anime/poster_images/5255/original.jpg?1597690761,,P.A. WORKS,"Drama, Based on a Visual Novel",True Tears Epilogue,true tears,3,2010,
